Name,Price,Link
Dell Latitude 7400 14 FHD Touch Intel i7-8665U 32GB 512GB SSD Win 11 Pro Laptop,294.99,https://www.ebay.com/itm/295705880690?_skw=laptop&epid=16064043349&hash=item44d971a872:g:o2kAAOSw2YFn0oQ9&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fwg8SKGECwaMggSTtRLzfrRRUwMY4E9jBy034YiUijkCgJiavxG%2FmTH0FNZAvXzUmGTKX%2BbB15CFu0PAlvBxopPAh83DvK4Izi22WHgb1QZhHO0XM1QITPrGUuEAPKdsZfW988MHRLZFfiFzqCSdf%2FiK%2BPFAApVEFQVH47A1UkBvntkg2kL9JSTrumldapBmZmPEo5uwdEPGo42s7XTK1D9SEIB81gUa3CRmivFUIPAw%3D%3D%7Ctkp%3ABk9SR6qN0YrBZQ
"~CLEARANCE~ 15.6"" Lenovo ThinkPad Laptop: Intel i5! 16GB RAM~1TB Storage! Webcam",189.95,https://www.ebay.com/itm/115839581444?_skw=laptop&hash=item1af893bd04:g:l94AAOSwxt1nuJLS&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e4kJ%2FhP%2FS5dLVhYLFA4UNfq6q8qf7wMpxGrPSluDwJGa0ZgRYxcSNN75E8n%2F0Wt86Sgt5kxIzk94R%2BGcG9l6udZPYjO7puCRUco4CGtb%2Bgdj0mLuYy%2BD2oPGdycYWL6fTQXum5UnT8Nwj4mVwsnp7vAoLgLUcCo%2B%2FaVmCesdTX9onknLAMBNbLW4Hv9M2LI98%2Fx2m25jOGuh6uc2FMifCmtQIXYBHP4zU7aUVL5Z6s5g%3D%3D%7Ctkp%3ABk9SR6qN0YrBZQ
"Lenovo Yoga L390 2-in-1 Touch 13.3"" Laptop Core i3 8GB RAM 256GB SSD Windows 11",173.71,https://www.ebay.com/itm/265038069230?_skw=laptop&hash=item3db57ffdee:g:KKEAAOSwCaRnpVgO&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eWmgIZHrFYX%2Ft%2BoVzBNsLwOoLMh9YIu9q00yVErL5LN1IVXHbpr4gnWk089zwr05EiqQM5myBI%2FG4E8T57wqF79nY0ZkS0sWfTlsCeiFOvvNvQ%2BYNZ5ZCjxq9wLBW7S2eZnQb1s8HfPoA7MmL8U2I9hzb1%2FduIGI%2FlSfbWXDvaDtW%2BZhH07OukBpFVlfAb6v%2FnbI1HWejx3Q6E2TjuTQHYwNpGKKI%2Fjx%2BeDqTEG4lwNw%3D%3D%7Ctkp%3ABlBMUKqN0YrBZQ
"Dell Laptop E5470 14"" Intel Core i5 8GB Ram 256GB SSD Webcam Windows 10 Pro HDMI",132.37,https://www.ebay.com/itm/265369330737?_skw=laptop&hash=item3dc93ea431:g:iU0AAOSwz3Vk4Dp5&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1c8FszaCBbQ%2FOlUluvQp0W1fQnOoVi4D8Exu3xW1PeyoZ0veHwbALD6C2fyQ%2BuY%2F560%2F%2B9eWlAHyR9RWZLFiGoaavxXu6d0bQS6p0yh%2BWaC7Vp2dUSyUZDiFEaJ216x34TTdSE4EbZgbieNJvJ7FK%2FKeSKgQVxTemE%2FLL6Xaw4yMOWaUvd9NV6rg7cTY74a1maSeFjaoApX4BD8l%2B7tvO2zlV082K0fSGAG2DXtrbhiIg%3D%3D%7Ctkp%3ABlBMUKqN0YrBZQ
"Dell Latitude 13.3"" Laptop Computer Core i5 8GB RAM 500GB HD Windows 10 PC HDMI",107.28,https://www.ebay.com/itm/254595176920?_skw=laptop&hash=item3b470e19d8:g:rp4AAOSw8M9m6TjJ&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d5MxLX1tPU2lLA5JVEOubLJxySOCQueRdflxIp4EEpMuQevTwmR6VfBkNjsi4UKYUWImrFFhxdnKcCKRQF%2BDIG103UgArmusy7txB45Xd8OxNVhiAW3XmuUAJrZkfHP0CtPqKAfYqxAa2qvitdxBbAs6SZsGww47djI%2B4Vm0VeVEaLx%2Fz7lqlbmCuLvOX8ytjMVQsbywF2bVTs3w9FSDA5q%2FsDYi2f%2FW8OCVjG6TqX%2BA%3D%3D%7Ctkp%3ABlBMUKyN0YrBZQ
"HP Folio 1040 Business Laptop Computer 14"" Core i5 8GB RAM 256GB SSD Windows 10",143.95,https://www.ebay.com/itm/256245941032?_skw=laptop&hash=item3ba972c328:g:ri4AAOSwiEJn7j0T&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1f2GhLtmwH2rdXvfUqH4wCt8yruFNiaUbI%2Ba6EBo%2FToxlsM%2B%2FQWKuUJXwJVgOhh5%2BbFY2gCe36GuBP%2FjSQAPlnGx6uxrB70LiD5BTXrnVUhsWWjlPXaBIMI%2Bkyhf%2FYMThF9Dw0bkqj%2FnemGy6u0uCHHPtz1D2BD%2Bg2avfxQNGdjNg1Yu8t%2ByQwZWzQQfV3NST9NkGsOa%2Fju8OG%2Bte3bzuihZPiMStdSzO1K%2F0k2g9kJvw%3D%3D%7Ctkp%3ABlBMUKyN0YrBZQ
2024 HP Pavilion Laptop 15 Touch 12th Gen Intel i3 32GB RAM & 1TB SSD Win 11 Pro,489.00,https://www.ebay.com/itm/146131418212?_skw=laptop&hash=item22061c7c64:g:JIsAAOSwbnRnGrtL&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dlESvVIddBRvGx6EMjZ5jHzo85gP9RopK5%2FidLdaDOwVdZSjbiPRGnmVUGXI0hFGzLYvy8lvHgbrn%2FqEHEPK%2B7y9ncukv80n4APsf7mJ2CVmcYuwIWWyFY8Xd2Y3wxfiNasVWJ6FUOlHjq9fJqHDcG9UOg9v3Ool%2FR%2FkBIH8%2Feu0MCo6JoV1dvyHNbSpz%2BYjpd3rXiNeduqbVCyNk8IQQ450LVXvr7gYIElJdlLiC4Og%3D%3D%7Ctkp%3ABk9SR6yN0YrBZQ
"Lenovo IdeaPad Laptop Computer 15.6"" Intel Dual-Core, 20GB RAM 1TB SSD, Open Box",279.00,https://www.ebay.com/itm/127002961508?_skw=laptop&hash=item1d91f76664:g:klAAAOSw9FBn2w5J&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fAtus4Rdbodh3YoaoE3AYHIH%2Bd%2BN3R0Jh9kxmg6JJW5Xr55zW6y11mf%2B0EmQGz6%2Bsy7kuiAxBmQIMsQ0siIT6jQxXQb8PuvwQQg%2F6kuXPVSeIoIZCK5JDjL9vCiWFguskfLbiUP3ZSuaOWxCXuESizfA%2BYVbyfSDBEMdu%2F1AkzgQTfsDyKjM%2Fklaxeb3Wi673FIf%2F4XDtlCcaeYilbdA1Yy1HdXtCweejJcAJWKrmqNHY3sXd8FC%2BB35vrBtd1VW1ft3M5rebRVUA43K5bRBX3%7Ctkp%3ABk9SR6yN0YrBZQ
"14"" Dell Latitude Laptop PC: Intel i5! 16GB RAM! 256GB SSD! Windows 10 Pro!",149.95,https://www.ebay.com/itm/116057255669?_skw=laptop&hash=item1b058d2ef5:g:QzQAAOSwJZRn7q3S&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dNQk213YVf4a2RrWjvXNwUICOAEkJzTu7xtVMC0HuOGHeP6JyDiTaG4GsFT91Ms%2Fc4B8oDbOFRuXYRZR%2BhXk21JNtyACHEUkJcbfqVUU5oV4SCakOPy5QCrJFvxi9QFGnZdc7CTZ%2BkWgD2NFdwl6OHEv1n6cnTnz%2FJQ%2FEn%2BgjJ5Nxn9Nz65ekDKGv6aDGwzaO3H6VNVPqYrw5y8dzopcgUzruaInPxX%2BPktGW1y55zDw%3D%3D%7Ctkp%3ABk9SR6yN0YrBZQ
"Lenovo LOQ-E 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 8GB RAM 512GB SSD RTX 2050",499.99,https://www.ebay.com/itm/126754097392?_skw=laptop&hash=item1d832208f0:g:uzAAAOSw~pNncsDK&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1czI8lR6jC5SQUilaHj6syrJAf18eCsjpN3OM7CUga0xSHnxG%2FxQZPq5dgqvPFJdyVVE0hoVIY6ACbKx4i2BQb0PfImwtmgylbAJcASvaUHg8Bbb69x%2Bl%2BpuwFJwG1wfOtc6j5CGJndu54nHjXdHPXv2Q7XWXQgiLjPiUiQDU2ulr9Zi8ysLIQC7O%2FJdqBbOMRT0ZvyytOy89pBxft6OEjY7Z16y8sRk5q51Ms1E2m26Q%3D%3D%7Ctkp%3ABk9SR6yN0YrBZQ
"New HP Laptop 14"" HD Intel Celeron N4120 8GB 128GB eMMC Webcam Office 365 Silver",203.67,https://www.ebay.com/itm/296816630785?_skw=laptop&hash=item451ba65c01:g:OvsAAOSwmYpnKhwb&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cvYzGI7sMK4KS4Gjqi5si2DsJZLu2x2HpRCevwg1a2Hal%2B%2Fj9msB4yzY4gWzXVz%2BySBMSvpz8kFzHcbdeUKFeHDv7SP7lk2JLDf9dgNT7kEX47Hy9qT3oQ3R37ryvCQIN1%2BVUJPmratyzpda%2B3STbwiBQQQ9rWaBJjD%2FLevAAh6DAENT2yQmAoaIG0yeonaSB70EWTdtBFccybTBH%2Bxhqfz2YXx14OLePmu%2Bio3HC6qg%3D%3D%7Ctkp%3ABk9SR6yN0YrBZQ
"2025 Lenovo IdeaPad Laptop 15.6"" Intel Dual-Core, 20GB RAM 1TB SSD, 1-Yr MS 365",339.00,https://www.ebay.com/itm/116546294649?_skw=laptop&hash=item1b22b35379:g:DowAAOSwBIpn7Ze0&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eGYMtDyirnPymg4kZzuaHdk4FnYtqwKLHPuH2obTSs3O%2Bm%2BqPjGZ7uZtVX7e5e3Y8LzWDT%2BY%2FopCohWiKHompEPY5%2BoJckwlPyxvzirEa%2BiSGr%2FvlrjXYu5AQ0hfiDJFrlsKXwptgo3RQBWNMPeM3zP4JLeTd4Ko%2BHAw2wEj6XE22u6kYwIyYImBCo47UZkdKUxu%2BnUrbzHLn8TAP2NArGjgrjnqx5Hj%2FYpOZZ0RSKtVVVdMkmTyyb33aMqIicBsH%2BGrqwSnUwYKGqwqH1w7Q6%7Ctkp%3ABk9SR6yN0YrBZQ
Dell Precision 15.6” Laptop Intel Xeon E3-1535 32GB RAM 256GB SSD Windows 10 Pro,283.58,https://www.ebay.com/itm/286045958900?_skw=laptop&hash=item4299aaf2f4:g:PrkAAOSwfONn08gY&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e8%2B0FLgVGrOvVIO0%2BiI%2FWrySUhlJmZmyIgT6wDZArky1Af9D6kCzJn%2BllSW9IfAGtByySDmXFbiNk4NyxwRuvO0wym0FvwOJYUvT1nJ4A080cxRHE%2BxksPzVl1T1YVaroPaOs1APMe4mDkfGJUOF3r4v3tfRJBnmMS8j2%2BwGI1aGUnKHLIVVkGIyXmJhhtMDZ89ssBgqK7ySNNDOVJLBnrZEvnPk3O%2FrQGSpJ4UeWOOg%3D%3D%7Ctkp%3ABlBMUKyN0YrBZQ
"Lenovo 300e 11.6"" 2-in-1 Touchscreen Laptop Celeron 4GB RAM 64GB SSD Windows 10",88.25,https://www.ebay.com/itm/254543733936?_skw=laptop&hash=item3b43fd24b0:g:TDYAAOSwWaJnlERN&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d8vwjFo0Qso%2FIE4BIbzPSbT0wEYuz%2BFfSqb2zTx2OCWHwjM9dHegy0mfXaiNVutEIsPA7Yk5Fk%2BiWCwdexVF8ATa%2FQbUOL9DmYzLyQsDyMtIRXdtXIzlg4zEDRhBDsCx8MRwL1xqwKfMgCiFfjwAmmQQJOX%2BSsWiP4ZMv1oxYHbGqwL1J%2F8YY3TSlGU7zIoxV7G8lnjTh2F1AK7ju4GLO1uFjTzd8slVChi53xNYtTdA%3D%3D%7Ctkp%3ABlBMUK6N0YrBZQ
Dell Latitude 3310 13.3 i5-8265U 1.6 Ghz 8 GB 128 GB M.2 NO OS - D,39.99,https://www.ebay.com/itm/135612284194?_skw=laptop&epid=19042202578&hash=item1f931f3d22:g:LREAAeSwbUlnzuuk&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fGwnH1FYd4LiTtSJ0nbSDLvrL93qPxc%2BuMB9%2Bead24Sd6DLpklVgU4%2FX0ilqviUAVxSt%2Fo9QI8N3GBkqaORJOsWXQXLG%2BdPueZC8Dz9ZZl8s6L0YeiJaHdyhdRGrKDjqnp8qnERwDgL06jKxDJpRzp%2Fjh8lAXPvlh%2B1yHKGexV9LqfPjXfc5nEjlPHfkWADI7I%2BfhbRZ1OY8pSJb8gpcRjFA5tnAMilRY1CgBo08xxPg%3D%3D%7Ctkp%3ABk9SR66N0YrBZQ
"~CLEARANCE~ 15.6"" HP ProBook Laptop: Intel i3! 16GB RAM~1TB Storage! Webcam",164.99,https://www.ebay.com/itm/116466542295?_skw=laptop&hash=item1b1df266d7:g:lTcAAOSw5eNns7Xm&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cJhOEbIEY9h%2BDs9aClQsFyYwMjKXr84gSIcKgVr3VDTDo%2FBTiZliLZKxPF%2Botr1EbPDo587WOzPsRMBbgXKVsXQ%2BQw2GegtEFyg53B2TfBFIztGy0LrNKzcgUucC5gw2Z9bW17biw6DCtRPR%2Bltghqi3YiIjuvbo9cQ1L%2B3GtPwg8l9VFP0S5a%2BrkExBUjZ2Vl3PsG%2F9rL2poNvNUqXKf1JSs7Ee1V%2BdBNL4IGgIULOg%3D%3D%7Ctkp%3ABk9SR66N0YrBZQ
"Lenovo LOQ 15.6"" FHD 144Hz Gaming Notebook R7-7435HS 16GB RAM 512GB SSD RTX 4070",899.99,https://www.ebay.com/itm/305718430632?_skw=laptop&hash=item472e3d0ba8:g:h88AAOSwarVne9rb&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cvw8mtcu2jrApIwffHQi3fobjOn9qlUM94lAGRdAVT9WQj%2BvzpiJqPszB6WHL3NGhl58jTmniK8Js5qh0vUYG0zQrNZrzddh8Zi5y8rYu34U6ryuDMHmW134VHWPF4DXaMvf2NgwfUi8D7%2FIMCFlpmuZ5RRSZQZas%2BWs8DM90MT9pToMHUtPAEAgKORBtL8GQxLLfqXSLKugAA2JZ%2B5S4qvgCenxdf3Hv%2F8GB455KzD0H4paSrBXiXofFgDrHN7ONe6COULduOALkW%2BnpBVkDQ%7Ctkp%3ABk9SR66N0YrBZQ
HP ProBook G5 LAPTOP COMPUTER i5 8250U UP TO 32GB 4TB m.2 ssd WIN 10/11,149.99,https://www.ebay.com/itm/235813559400?_skw=laptop&hash=item36e7955c68:g:3a8AAOSwx9ZnhqG8&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1emF0Zg5gPD84QT19ELma0EPquTfW7gN911ywmzgHoEM6XAvPOMMhvzyYh2JY%2FhnaqDqPNm0%2BsiRoKFdRO5uQcN80KhpmfVeH8QAHadKaNQL3Bp2sghxi2%2BwnfkT6sJ8tsZ4Z0HMJ0QAUovmwxDkK6cNNPKP6t7z%2F3Btmsk2coqVpj43p2FRGmMgttyzJsi0kC8E6zcs%2FEdTQlaIoQQ8CvaAbAPSqx7zvG22Jz7aNG9FQ%3D%3D%7Ctkp%3ABk9SR66N0YrBZQ
"HP Elitebook 840 G6 Laptop Intel i5-8365U 16GB RAM 256GB SSD 14.0"" FHD W11P",199.82,https://www.ebay.com/itm/304614081091?_skw=laptop&epid=20044751486&hash=item46ec6a0243:g:3ksAAOSwNrhnBrwr&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c6Yhf3r0kiN2%2FmlDejlvoWE%2F0%2FMdQeixWF84qiXsId7hpiMAeEX5MIwkx2JPz2etRKmfdhH7%2FwAjaN7vZgMkEMOy8TOKHBjkimy1X6ySkNxoWuDS1OvRlMhrR3%2Fc6i52x9p5q%2F8AhVt22MR4fEhm4G3UtoTjzuSk9jvKSfjz2tPLNitKVj7JT8BWmVc6%2BqVv%2BmUejnCFBTUF8yYqOEZaM2Ks63VHbCeRJbNg8BuKpy1J699SBS0m7DMPXixGVU3JVPRbKlmkAbs9MkBKvJdSt6%7Ctkp%3ABk9SR66N0YrBZQ
"15.6"" Lenovo ThinkPad Laptop PC: Intel i5! 16GB RAM~480GB SSD! Windows 11 Pro!",249.95,https://www.ebay.com/itm/116069717012?_skw=laptop&hash=item1b064b5414:g:cEMAAOSw~uZnQKlj&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c4Bq%2BZenIO%2B6YrPVgpJC1snugCgvpFdWlsK6W%2BeSmzbw73KabrMwseixcUR19MSYx3Re5l8yyJHC2tGQVtebkllXwibA2Vugq%2BDs9lDHybJftFd2bRHE0UPELemI8gd8c8ycgM6QXHJiIG6H4ioQkuY6F5hSED2nkACfrKYeUW4PNoS%2FnNoHn6SvGRwP53H4%2F8%2BySGN78SSRyOwOHveF4TaG5KbWuSPSftVMFZXSWfNOka0NwZ9c0JRKpQn88vRrcUpJxdnJkXEBf%2FWNWloQGS%7Ctkp%3ABk9SR66N0YrBZQ
Lenovo V15 ADA 15.5 in Laptop AMD Athlon Gold 3150U 8GB RAM 256GB SSD Windows 11,103.49,https://www.ebay.com/itm/356609243871?_skw=laptop&hash=item5307913adf:g:-CoAAOSwlLNnvkN6&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c80aEHpa4lTXevTcuTOZCJBcl7w3A6gL60llyxZnL9eh40sMZnRqP89Z7jkkWdt4GtlKpQQj4iqa2zLqjDdGq86Q3L3xQpkoN3JCAAro%2FbkqK4oCiutUDvNpNuPltdewBB9%2BSyMFGhmHaLIEGn80Uw8JwxOZqFZTdksk5IOCY1xrXwKQLX6tAStJ8qHWYMV9BapOKBHix4xxkOMQQFFGRYEOV6qkiVhmarV66fwIoOQtPtL1YVQ0OthcKLwz1%2FQYlO7vmPdLNiqtwaW6%2BsX6vX%7Ctkp%3ABk9SR66N0YrBZQ
"HP Laptop 15-dy5113dx 15.6"" Intel Core i3-1215U 8GB DDR4 128GB SSD Windows 11",209.96,https://www.ebay.com/itm/335837315362?_skw=laptop&epid=22067845836&hash=item4e3176c122:g:sGQAAeSwZlRn5u~J&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eeX6rFmP29EN5kRV1zCr3SKKwLK9%2FzNjvuawJKn4lNUleO%2FR5S6OXak5KhBdsIn4Mb5jxpVDUJdITD5fj4o5Sa5upmthRCIg8kIY16N6o0FDCWc3Ml41J6A3eGkfwmfYpWvvNfgSdOE5Pne2iUlQ%2B4xd7zb1commRH2gYUq24UhbG4HIxmIY%2Br4LeroQTxhNakkDdyCTOGGbnVqT4Jxiz7HvfWeWgXbelmSOgflQoZgePpsjy05HY4xlz5UeZ5cEaEU8x82GExn35%2FnqRR0n%2FY%7Ctkp%3ABk9SR66N0YrBZQ
"HP 17-cp2035cl 17.3"" HD+ Touch Laptop AMD Ryzen 3 7320U 8GB RAM 512GB SSD W11H",269.00,https://www.ebay.com/itm/375971636065?_skw=laptop&hash=item5789a7e361:g:X8sAAeSwURRnolG9&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1flRNP5NTwnt4MWP%2FpdybpAojIO2bUPUz7%2FwnH%2FpOuhm9zaOAvbmPsN1M6eT2SqydIyx3UoIsmo%2BysBzNM3jnxbBtJyB51ebaUB2paA6U7HDZp7yDaJNLMM2gGSXkYOsF7KNqRinutbZVe2E5Tk7fG8DHu6IIDnB4mOhctRf6f38CfzhV9v0y6A%2FaiHG2DBKy5UPjpwhXdrgpZ1aKMSeq%2B%2FS7FGkYIrZAzdQdbY3wOXH5SVFpgZktCHyKF54xVU7yITS5G5sw9mFgdooQF6c%2B%2B1%7Ctkp%3ABk9SR66N0YrBZQ
"Lenovo LOQ 15.6"" FHD 144Hz Gaming Notebook i5-12450HX 12GB 512GB SSD RTX 2050",519.99,https://www.ebay.com/itm/305776945810?_skw=laptop&hash=item4731b9ea92:g:UXgAAOSwzGZnGIS~&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eXHxZFkjY4BCrCFTy31uvSV3kVG1HxPQeOs1JETl2K65AIYC5dDU7gTwfm3OhdRbi0EF3RLjhv8NLv6xxTBTpbhOcmbYshGglc%2BtuE6JXWJhQobysIft2ygqIPPrsrQxQ7SxQpHSlLYON5aJ8091nMBwnKf8AmqBwJ1NBM%2FNGV1L23GpAgbffQ6MBVjU2iNAka5GzM909aYuVakhiwC%2BGOSw7PnrZixxR3vlMXdFBkrg%3D%3D%7Ctkp%3ABk9SR66N0YrBZQ
Lenovo 100W Gen 3 Laptop – Open BOX – Model 82HY – WIN 11,99.00,https://www.ebay.com/itm/326349465754?_skw=laptop&hash=item4bfbf1a89a:g:i74AAOSwFJtnQiPA&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dmXA35%2F5xVXPvIqyu8ZZZlf1CZ5qwZ3qdr9RNJZOQgmFr0dLzGqew1lV7V5z3XU0J9pBhCUjL8tkDiJV6eOxjDv%2FyKoBJ7zoIHkr%2F3G8v0D6eDFcYhT54cUf5ix3%2FRZtmRwyDcTQvaPATTRuE4uuQfCQBg%2BhlgxJfbdicd3MROQTqvrZgVArLpQhgprrewQ5wKuHDS9aaMbQiEfb1NQJerDvM2eLvRkIhox0Zw5h0U%2Fw%3D%3D%7Ctkp%3ABk9SR66N0YrBZQ
"Lenovo Ideapad 5 14"" 2-in-1 Touch Laptop Ryzen 7 8845HS 16GB 1TB SSD 83DR000GUS",459.00,https://www.ebay.com/itm/204885910354?_skw=laptop&hash=item2fb426e352:g:PJMAAOSwTwtmkIP1&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d6t8%2Fu7ckUx8Fx%2FJAd8TdMZDPkJDFKyG1Rn9bvC%2BCpbCZ1XLa%2Ba%2FaGiWPFSPK8UYoSszQOmnZAKPqU6ARqqHLonaqiXfRmevfLDBumOEb%2BZpzOmUHPCq%2Bmm82YIZK6OAwvYB2xMGmTjMkwJGANfi6Rd5C0nPvy3eHHQAhEAdEye2dVGbIII%2Fy6iysdEzkwQw0b905U7aFJ8FLDTZ5AEyZQHhxr3r0HbkmL92NJKVxlvQ%3D%3D%7Ctkp%3ABk9SR66N0YrBZQ
New HP Victus Gaming 15.6″ 144Hz FHD Ryzen 5 7535HS 16GB 512GB Radeon RX 6550M,519.87,https://www.ebay.com/itm/305926090649?_skw=laptop&hash=item473a9daf99:g:ypAAAOSw9ahnQGCj&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dZ99eRB8RclBDDcrQvW8rjRsDU0RkhRWgp2%2FxZj1ct%2BwBz%2FpXyrNE5YRpJGU7HwLCJTa4bXmtCnnaPAxtkfoi%2BWABxjG%2BOkyPhW8VpwqFD703o8AiEHW5QsVKBu5B%2BKGKmSkULs7cjSh%2B8%2FaBWHo8oGWq2PVB0Up%2FDnrrJ89uHlcCso3dqqumiFC0jKZCLx5qpZxgepdcc3bAa6Obl5SUtCBH4sExiIuI%2FB7vcrD7fXs%2FXNtmwD8z3ZGrTXgKTx2r1TBt9%2Bx%2BpNNICSC%2BkWytC%7Ctkp%3ABk9SR7CN0YrBZQ
2024 HP Laptop Computer 14 4-Core Intel Processor 16GB RAM Office 365 AI-Copilot,258.80,https://www.ebay.com/itm/116345882068?_skw=laptop&hash=item1b16c145d4:g:06sAAOSwy7hm~sau&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f6wlugZ3NNWhQTAEWDV00De688KtVvvxrG0vHd6VtU0Ti1KnZYStiPF6VmFa0KEcB3SrEmvBqB5VqNPT185qmWut1dgcHSf5l5GOkgLYuBpatX12J0bn1QXJIOEr%2FhqSZRIepI9EpzinnJsQ1yC7PxAIJn0nS2kOGhbnISnP%2BTuK6MYQqz1GasiYtE4XuqA4miobjmuHjkUI7kAzDWsyzDjORRIqulOYrBPlFvQh6HXyv7wdtGh83KzCAm5vQZwAx4EcE2VPwqbCiYxtVsElW0%7Ctkp%3ABk9SR7CN0YrBZQ
"ASUS Vivobook S 15 OLED Laptop Intel Ultra 7 155H 16GB RAM 1TB SSD 15.6"" W11H",562.10,https://www.ebay.com/itm/388125306683?_skw=laptop&hash=item5a5e122f3b:g:SlwAAOSwqKRn3eGT&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dQxgqG7bI1fCEpA40VL0mpw5VywbjI2S%2FV7EF2aESh%2B%2B8iUwcg%2BUJAg0nFtYYbhP6oq95enTpG6tc%2FMkxHdpcOodTEKfr8lRZBqTYP3dAyoks4ajGhwuhZJwHa1RwmdPonc%2B%2BZ2B0rSfHmkpM%2FduhzpXJMcwSyb8kg7pw24XLiWiWqO6oS0FUfh8FgugbCO8Mj6b8wOgH7FZf0ZV3JfsU2IUxdQKD5OUK1KjkrkZVLeA%3D%3D%7Ctkp%3ABk9SR7CN0YrBZQ
HP EliteBook 14” 1080p Laptop AMD Ryzen 5 PRO Up To 32GB RAM 1TB SSD Windows 11,188.78,https://www.ebay.com/itm/256879744174?_skw=laptop&hash=item3bcf39d4ae:g:9VIAAOSwj9xn7UhW&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fyIOyX48EGcv06%2Bx5yR4j%2BYgBRxMvj4viLWiw2aSMvGhtiuks%2BwkVhpkWmHJ58EFVivxb32pTLq4QaYesJgZXpYQrFG2xqyPqVlCkFBE2NZsjSGmlSo1VGXmIEOiFtnG8AVYjPvnoyaNbYLtVu9IvLkUKBadtBBhIMPkku9B%2BjCxbysy82%2Fxt5nHLAL%2FVlhWMlTmDyDIUrX3h0jrGc85LMfLseVTAdUyFMkZUDzh59kFM%2Fxkbt406kHGYiTfl0b%2Bt1xN2bE5q58nstxBpY0jUH%7Ctkp%3ABk9SR7CN0YrBZQ
"15.6"" FHD Lenovo ThinkPad Laptop: Intel i5QC! 16GB RAM~512GB SSD! Windows 11!",244.95,https://www.ebay.com/itm/115847969040?_skw=laptop&hash=item1af913b910:g:7xAAAOSwR5Rn4XEN&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1czH%2FAH3GmIe2irz7dfwHyyco8gFN0m4Bq26fKUS6i3BOgEQWHTiW9wc55vqpFSzKY8uQYXa%2BHeh9KtVi5xawuaduvzU94RBtGUJZoSNnucTtz8XSAukzCJsXKf3AERVR%2F6zNqxgQ947rQkh8CfP9MGdW5jBYXiw4HGJkDggTbzFxq%2FyJdgkoaPHKFGPuJZaXu42y1MpAFkurzSgQodT%2BylWDWKpVq2xbXS6y8PQc7j3s%2Bmql13QJ7luUhCiBSVEmL6bmIUJX%2BKmy8YyDEMTq6o%7Ctkp%3ABk9SR7CN0YrBZQ
